filename,Number of vehicles in accident,Accident Type,Person Injury?,Need for ambulance?,Need for firetruck?,Need for Police?,Types of vehicles involved,Fire?,Weather,Low Res/Bad Footage?
000125.mp4, 2, T-bone (appears that one vehicle struck the side of another).," Possibly yes, based on the nature of the impact."," Possibly yes, depending on the severity of injuries."," No, no sign of fire or related hazards."," Yes, accidents involving potential injuries typically require police presence for investigation and reporting.", It appears to be a motorcycle and a sedan, No.," Daytime, possibly overcast or rainy (road appears wet)."," Yes, the footage has low resolution and appears to be shaky."
000126.mp4, 2, T-Bone, Likely yes (due to motorcycle involvement), Likely yes, Likely no, Yes, Bus and Motorcycle, No," Day, clear", Yes
000127.mp4, 2, T-Bone, Unknown, Unknown, Unknown, Likely, Sedan and Pickup Truck/SUV, No," Night, clear", Yes
000128.mp4, 2," Appears to be a side impact or possibly a turning collision, based on the position of the vehicles.", Unknown. Cannot be determined from the image., Unknown. Cannot be determined from the image., No. No visible indication of fire or hazardous materials., Likely. Typically required for accidents of this nature to assess liability and create a report.," Appears to be a car, and a box truck or van.", No.," Appears to be late afternoon or early evening (18:54:03), daytime conditions. Weather appears to be snowy/icy conditions.", Low res.
000129.mp4, 2, T-bone, Possibly (difficult to determine definitively from the image), Possibly, Yes (firetruck present at scene), Possibly, Sedans and a firetruck, No (no visible flames or smoke)," Day, clear", No
000130.mp4, 0, N/A, no, no, no, no," SUVs, Vans, Sedans", no," Day, Snowy/Clear", no
000131.mp4, 2, T-bone., Unable to determine from the image., Unable to determine from the image., No., Likely., Two sedans., No.," Night, snowy conditions.", Yes.
000132.mp4, 2, T-bone, Unknown, Unknown, Unknown, Unknown," Sedan, Sedan", No," Night, likely clear (visibility appears good)", No
000133.mp4, 3," The accident appears to be a combination of impacts, including a possible side impact and potentially a secondary collision due to the initial impact. Based on the angles, it appears closest to a T-bone style accident.", It is impossible to determine if there are injuries based on the image., Cannot be determined from the image., Cannot be determined from the image.," Likely, due to the severity of the accident and the number of vehicles involved.", The vehicles appear to be vans or mini bus and sedan or compact cars., No.," Night, with potentially wet or icy conditions (based on the road sheen).", Yes.
000134.mp4, 2, T-bone, Unknown, Unknown, No, Likely, Sedan and SUV, No," Day, snow", No
000135.mp4, 0 (I don't observe an accident. I see vehicles driving.  There is no evidence of a collision.), N/A, no, no, no, no, Sedan, no," Night, snow on the ground, unclear weather conditions.", Yes
000136.mp4, 3, T-bone, Likely yes (due to severity of impact)., Yes," Unknown, but possible, depending on damage.", Yes (due to the severity of the accident).," SUV, Truck, and motorcycle", No (no visible fire).," Day, clear weather."," Yes, the footage is low resolution."
000137.mp4, It is too difficult to determine based on the image., It is too difficult to determine based on the image., Cannot be determined from the image., Cannot be determined from the image., Cannot be determined from the image., Cannot be determined from the image., Sedans and SUVs., No.," Daytime, rainy.", Yes.
000138.mp4," 0. I can see the movement of traffic through the intersection, but there are no indications of an accident.", N/A, No., No., No. A firetruck is at the intersection but does not show that it is in an accident., No.," SUVs, trucks, sedans, and vans are observed.", No.," Day, clear."," Yes, low resolution."
000139.mp4, 0 (I see no accident), N/A (No accident present), No (No visible injuries), No (No indication of need), No (No indication of need), No (No indication of need)," Sedans, SUVs, Van (Based on what is visible in the traffic line)", No (No fire is visible)," Day, appears to be wet/rainy."," No (The footage quality is adequate to discern details, not low resolution or especially bad)"
000140.mp4, 1, Unable to determine from provided images., Unable to determine from provided images., Unable to determine from provided images., Unable to determine from provided images., Unable to determine from provided images., Sedan, No," Night, clear", Yes
000141.mp4, 2, T-bone," Possibly, difficult to determine from the footage."," Possibly, given the severity of the impact.", No, Yes, It appears to be two sedans., No," Day, clear", No
000142.mp4, 2, T-bone, Likely yes, Likely yes, Possibly yes, Yes, Sedan and Sedan," Possibly yes, there is smoke or some kind of burst happening at impact."," Night, clear", No
000143.mp4, 1, Pedestrian Accident, Yes, Yes, No, Yes, Sedan, No," Day, clear", No
000144.mp4, 2, Side impact/T-bone," Likely yes (based on the person seen sitting on the curb, possibly injured)", Likely yes (due to potential injuries), Unlikely (no fire observed), Yes (accident investigation likely needed), Sedans (two apparent sedans), No," Day, clear", Yes
000145.mp4, 2, T-bone, Unknown, Unknown, No, Likely, Truck and SUV, No," Day, clear", Yes
000146.mp4, 0 (There is no accident visible in the frame.), N/A, No, No, No, No," A white box truck (with ""food for hunger relief"" livery) is passing under an overpass. A white sedan car is parked on the side of the road.", No," Day, clear weather", Yes
000147.mp4, 2," Side impact, specifically the truck appears to be impacting the side of the van.", Unable to determine based on visuals. Unknown., Unable to determine based on visuals. Unknown., Unable to determine based on visuals. Unknown.," Likely, due to the severity of the accident. Yes."," Truck, van", No," Day, appears to be clear.", Yes.
000148.mp4, 2, T-bone, Likely yes (based on the severity of the impact)., Likely yes (due to potential injuries).," Unknown, but possibly needed for safety precautions or if fluid leaks occur.", Yes (to investigate the accident and determine fault)., Sedan and sedan., No.," Day, clear."," Yes, the footage is somewhat low resolution and grainy."
000149.mp4,,,,,,,,,,
000150.mp4, 2, T-Bone, Unknown, Unknown, Unknown, Likely, Sedans, No," Night, wet/rainy", Yes
000151.mp4, 1, Pedestrian vs. Vehicle, Likely Yes (pedestrian hit by car), Likely Yes, Unlikely No, Likely Yes, Small hatchback/sedan, No," Day, clear", Yes
000152.mp4," Based on the single image, it's not possible to determine if an accident has occurred or how many vehicles are involved. One white van is visible.",  Cannot be determined with a single frame, Cannot be determined with a single frame, Cannot be determined with a single frame,  Cannot be determined with a single frame, Cannot be determined with a single frame," One vehicle, a van, is visible", No," Day, appears to be clear", Yes
000153.mp4, 1, Single Vehicle Accident, Unknown., Unknown., Unknown., Likely., Appears to be a sedan or similar passenger vehicle., No.," Night, weather appears clear.", Yes.
000154.mp4," Based on this single image, it is unclear but possible more than 1, possibly 2-3 vehicles.", It is unclear from the image if an accident occurred or if one is about to., Unknown, Unknown, Unknown, Likely," Large truck with what appears to be a load of bags (possibly trash/recycling), possibly a car and a motorcycle or scooter.", No," Day, appears to be clear weather", Yes
000155.mp4, Undetermined (The video does not depict vehicles involved in an accident. It shows vehicles on the road and a road sign)., Undetermined (No accident is shown)., Undetermined (No accident is shown)., Undetermined (No accident is shown)., Undetermined (No accident is shown)., Undetermined (No accident is shown)., SUV and undetermined vehicles., No.," Day, rainy.", Yes.
000156.mp4," Unknown. The image shows a tram and other vehicles nearby, but it's unclear if an accident has occurred.", Unknown. No collision is visible in the frame., Unknown. There's no visible indication of injuries., Unknown., No., Unknown.," Tram, passenger van, possibly a yellow tow truck, motorcycle and a small car.", No.," Day, clear."," Yes. The footage is relatively low resolution and the perspective is from above, making details difficult to discern."
000157.mp4,2,T-bone,"Yes, likely due to the nature of the impact","Yes, likely due to the nature of the impact","No, no indication of fire","Yes, for accident investigation and reporting",Van and Motorcycle,No,"Day, clear","Yes, the footage is low resolution and somewhat blurry."
000158.mp4, 2," The visible interaction suggests a possible side-impact or lane-change collision. It's difficult to confirm without more angles, but it does not appear to be a t-bone, rear end, or head on collision.", Cannot be determined from the images., Cannot be determined from the images., Cannot be determined from the images.," Likely, given it's an accident on a roadway."," At least one appears to be a small sedan or hatchback, and the other may be an MPV/minivan style vehicle.", No.," Daytime, clear weather."," Yes, the footage is low resolution."
000159.mp4, 2, Rear-end," Possibly (hard to determine from the footage, but the presence of people at the scene suggests potential injuries)", Possibly (due to the potential for injury), Probably not," Likely (given that it's a traffic accident, police involvement is standard)", Appears to be two sedans, No," Night, weather appears clear.", Yes
000160.mp4, 2, T-bone, Likely yes, Likely yes, No, Yes, Sedan and Motorcycle, No," Day, Rainy", Yes
000161.mp4, 2, T-bone," Yes, likely due to the nature of the accident, and there appears to be a person injured."," Yes, given the accident type and likelihood of injury."," No, no visual indication of fire or need for extraction."," Yes, required for accident investigation and traffic control.", Motorcycle and sedan., No.," Day, unclear weather (appears overcast or possibly wet)."," Yes, the footage is low resolution."
000162.mp4, 2, T-bone," Unknown, but possible", Likely, No, Yes, Sedan and SUV., No," Day, clear", Yes
000163.mp4, 2," T-bone (Based on the relative positions of the vehicles during the collision, one vehicle appears to have impacted the side of the other)"," Likely Yes (Given the force of the impact and the possibility of injuries arising from a T-bone collision, it is reasonable to assume there could be injuries to the occupants of the vehicles)."," Likely Yes (Due to the possibility of personal injuries, an ambulance would probably be necessary.)"," Possibly Yes (While there isn't visible fire, a firetruck might be needed to address spilled fuel or potential hazards.)"," Yes (Traffic accidents typically require police involvement for documentation, investigation, and traffic control.)"," Sedans (Based on the general shape and size of the vehicles, they appear to be sedans).", No," Night, Weather Unknown (Based on what is seen in the frames and the quality, it's hard to assume there's a weather incident.)"," Yes (The footage is low resolution and grainy, making it difficult to discern finer details.)"
000164.mp4, 2, T-bone, Yes (Based on the severity of the crash and the likelihood of injury in a T-bone collision), Yes (Due to the high potential for injury), No (No visible fire or indication of hazardous materials), Yes (Traffic accident with potential injuries)," Sedan, Sedan", No," Night, unclear", Yes
000165.mp4,Cannot be determined,Cannot be determined,Cannot be determined,Cannot be determined,Cannot be determined,Cannot be determined,"SUVs, sedans, a van, and possibly a taxi",no,"Day, clear weather","Yes, the footage is low resolution."
000166.mp4, 2, T-bone (based on the direction of movement prior to impact)," Cannot determine with certainty; possibly yes, given the accident type"," Likely yes, given the accident type"," Possibly yes, depending on the severity and potential for hazards"," Yes, to investigate and document the accident"," At least one sedan/car, and another sedan/car.", No (not visible in the frame)," Night, potentially wet roads due to visible reflections on the road surface.", Yes.
000167.mp4, 1, Pedestrian incident., Yes, Likely Yes, No, Yes, Sedan and Pedestrian, No," Day, clear weather.", Yes.
000168.mp4, 2,"  Based on the frames, it looks like one vehicle struck the other, possibly a T-bone or side impact.", Likely yes., Yes., Possibly., Yes., Two sedans are visible., No.," Night, weather appears clear.", Yes.
000169.mp4, Unable to determine. The footage only shows a truck on what appears to be a weigh station.," Unknown, no collision visible."," Unknown, no visible injuries.", Unknown., Unknown.," Unknown, but police may be present given the context of the footage (security system).", Appears to be a tanker truck and possible passenger vehicles in the background., No.," Day, clear."," Yes, low resolution."
000170.mp4, 2, T-Bone, The video does not provide enough detail to establish person injury., The video does not provide enough detail to establish the need for an ambulance., There is a high probability of the need for a firetruck., Yes, Sedan and station wagon/SUV, Yes," Night, weather appears clear"," Yes, the footage is low resolution."
000171.mp4, 2, T-bone, Possibly yes, Likely yes, Possibly no, Yes, Van and SUV, No," Night, potentially wet road", Yes
000172.mp4, 0, None apparent in the current images., Unknown. No visual indication., Unknown. No visual indication., Unknown. No visual indication., Unknown. No visual indication.," SUV, truck, sedan, van.", No," Day, clear."," Yes, it is low resolution footage."
000173.mp4, 0, None apparent, No, No, No, No," Sedans, SUVs, trucks", No," Day, clear", Yes
000174.mp4," 0 (Based on the frames provided, there is no visible collision)", N/A, No, No, No, No," Sedans, SUVs, Trucks (all based on general shapes and headlight configurations)", No," Night, weather appears clear", Yes
000175.mp4," 0 (Based on the images provided, there is no visible accident.)", N/A (No accident is visible)," No (Since there is no accident, no injury is presumed)", No (No accident to require ambulance), No (No sign of fire or accident to require firetruck), No (No visible reason for police involvement)," Multiple cars are visible, but due to the distance and resolution, it's difficult to discern the types accurately. There seem to be at least sedans.", No," Night, Unknown whether condition", Yes
000176.mp4,0,"N/A, no accident",no,no,no,no,"Buses, Sedans, SUV, trucks, vans.",no,"Day, clear",yes
000177.mp4, 2, T-bone (appears potential impact point), Potentially yes (based on the severity of the potential impact and need for an ambulance), Potentially yes (due to the t-bone type accident), Possibly (depending on the severity of the impact and potential hazards), Yes (to investigate and document the accident), SUV and sedan, No (no visible fire)," Day, clear", Yes
000178.mp4, 0," Not applicable, no accident is depicted in these frames.", No, No, No, No," SUVs, trucks, and sedans are visible on the roadway.", No," Day and clear, based on the visibility and time stamp.", Yes. The footage is low resolution.
000179.mp4,"I cannot determine if any vehicles were involved in accident from footage alone,","cannot tell due to the poor quality of video,","no,","no,","no,","unknown,","unknown,","no,","night, unknown weather,",yes.
000180.mp4, 0 (I do not see any collision or impact.), None, No (Based on the video frames.), No (Based on the video frames.), No (Based on the video frames.), Maybe (Given possible red light violations.)," SUV, taxi, sedan, pick up truck", No (Based on the video frames.)," Day, clear"," No (The footage is not low resolution, but is not crystal clear either)"
000181.mp4, 2, T-Bone, Likely yes, Likely yes, Possibly yes, Yes, SUV/Crossover and Sedan," No (though there's bright light, it appears to be headlight glare and not fire)"," Night, clear", Yes
000182.mp4, 0, Not Applicable, no, no, no, no," sedans, possibly SUVs, some trucks", no," Night, assuming clear conditions (based on the visibility)", yes
000183.mp4, I cannot determine the number of vehicles in an accident as I do not see an accident in the frames., I cannot determine the accident type as I do not see an accident in the frames., I cannot determine if there is a person injury as I do not see an accident in the frames., I cannot determine if an ambulance is needed as I do not see an accident in the frames., I cannot determine if a firetruck is needed as I do not see an accident in the frames., I cannot determine if police are needed as I do not see an accident in the frames.," I can identify the types of vehicles present in the scene. There are SUVs, sedans, and what appears to be a pickup truck parked on the side of the road.", No," Day, clear", No
000184.mp4, 2, T-bone, Likely yes (due to the severity of the impact), Likely yes," Possibly, but not indicated by the imagery", Yes (to investigate and file a report), SUV and box truck, No," Day, clear", No
000185.mp4,2,T-Bone,"Yes (Due to the severity of the accident and debris scattered, injuries are highly probable.)",Yes,Yes (Likely due to the severity of the crash and potential for fire),Yes,SUV and motorcycle,Yes (There appears to be smoke or fire in the frames following the crash),"Night, appears to be raining",No
000186.mp4, 0. I do not see an accident., None., No., No., No., No., Sedan and semi-truck., No., Night and wet conditions., Yes.
000187.mp4, 2, Angle/Side Impact," Unclear, likely", Likely, Unlikely, Yes," Sedan, and possible small suv/hatchback", No," Night, possibly wet", Yes
000188.mp4, 2, Side Impact (T-Bone), Likely yes (due to the severity of the impact and debris), Yes, Possibly (due to the debris field and potential for fire from vehicle damage), Yes (due to the severity of the accident and the need for investigation), Appears to be sedans, No," Night, possibly wet (road appears shiny)"," No, but the quality is not HD."
000189.mp4, 3, T-Bone, Likely yes, Likely yes, Possibly no, Yes, Vans and Sedans, No," Night, clear", Yes
000190.mp4, 0 (There is no crash in the frames), N/A," No (Based on the frames, there is no accident, so no injury)", No, No, No," The video shows a scooter, a white station wagon/estate car, and a dark-colored van or small SUV.", No," Day, clear weather."," No, the footage is relatively clear."
000191.mp4, 3, T-bone," Potentially yes (due to T-bone impact, injuries are possible but cannot be confirmed from the video)"," Potentially yes (due to T-bone impact, injuries are possible but cannot be confirmed from the video)", No (no evidence of fire or hazardous material spill), Yes (due to the accident and potential injuries)," Bus, sedan, van", No, Day/Clear, Yes
000192.mp4, 1, Single vehicle accident," Unclear from video, but possible"," Possibly, due to the erratic nature of the event.", No," Yes, due to the nature of erratic driving", Sedan, No," Night, Clear", Yes
000193.mp4, 1, Pedestrian Accident (Person was Struck By Vehicle), Yes (Based on visual evidence of person falling)," Yes (Likely, given the person is on the ground, the ambulance is needed, but not visually indicated)", No," Yes (Likely, given the pedestrian and vehicle interaction, the police are needed, but not visually indicated)", Bus, No," Day, Clear (Appears to be daylight, and the weather seems clear)", Yes
000194.mp4, 0, None, no, no, no, no," Motorcycles, SUV, Cars, Van.", no," Day, Clear", yes
000195.mp4, 1 (I don't see an accident but I see a car), N/A," no (Cannot confirm, but no visible signs)"," no (Cannot confirm, but no visible signs)", no," no (Cannot confirm, but no visible signs)"," Car (sedan), Bus, Van", no," Day, clear"," no (Moderate resolution, adequate visibility)"
000196.mp4, 2, Broadside/T-bone, Likely yes (due to the nature of the collision), Yes (Likely due to the potential for injuries), No (There is no indication of fire or the need for extraction in the provided frames.), Yes (Accidents with potential injuries usually require police investigation and traffic control.), Van/Small Truck and Motorcycle, No," Day, Clear"," Yes (The image is low resolution, making it difficult to ascertain details.)"
000197.mp4, 2, Side-impact, Yes, Yes, No, Yes," Scooter/Motorcycle, Scooter/Motorcycle", No," Day, clear", No
000198.mp4, 2, Side impact.," Yes, (likely)"," Yes, (likely)", No, Yes, Tractor and motorcycle, No," Day, clear", No
000199.mp4, 2, T-Bone, Yes, Yes, No, Yes," Sedan, Motorcycle", No," Day, Clear", No
000200.mp4,2,T-bone,Yes,Yes,No,Yes,Motorcycle and Sedan,No,Day/Clear,No
000201.mp4, 0 (No accident is visible in these frames.), N/A, N/A, N/A, N/A, N/A," The video shows a variety of vehicle types including sedans, vans, and at least one SUV/crossover.", No," Day, Clear.", No.
000202.mp4, 2, T-bone (approximately), Likely yes (based on severity of impact), Likely yes, Possibly no (unless there is fire or significant vehicle damage requiring extrication), Yes (due to the accident and potential injuries)," Sedan, SUV.", No," Night, possibly wet (based on road sheen)", Yes
000203.mp4, 2, T-Bone," Yes (Likely, given the nature of the collision)"," Yes (Likely, due to potential injuries)", No (No fire is visible), Yes (To investigate the accident), Motorcycle and Sedan, No," Day, Clear", No
000204.mp4,2,T-bone,Yes,Yes,No,Yes,"Sedan, Motorcycle",No,"Day, Clear",Yes
